filename,runtime
mmp_all_XL_581,1.6910755000000002
mmp_all_XL_582,1.6136564999999998
mmp_all_XL_583,9.3900775
mmp_all_XL_584,5.2335400000000005
mmp_all_XL_585,3.113995
mmp_all_XL_586,2.551805
mmp_all_XL_587,2.1154035
mmp_all_XL_588,1.775202
mmp_all_XL_589,1.881547
mmp_all_XL_590,1.6691440000000002
mmp_all_XL_591,1.6526490000000005
mmp_all_XL_592,1.7067485
mmp_all_XL_593,1.6138709999999998
mmp_all_XL_594,14.1867245
mmp_all_XL_595,7.9624405
mmp_all_XL_596,4.368501999999999
mmp_all_XL_597,3.5209305
mmp_all_XL_598,2.7550325
mmp_all_XL_599,2.356997
mmp_all_XL_600,2.1031950000000004
mmp_all_XL_601,1.957824
mmp_all_XL_602,2.06913
mmp_all_XL_603,2.107381
mmp_all_XL_604,2.0575345
mmp_all_XL_605,18.24250450000001
mmp_all_XL_606,12.759302
mmp_all_XL_607,6.7103845
mmp_all_XL_608,4.344547
mmp_all_XL_609,3.3158635000000003
mmp_all_XL_610,3.0920505
mmp_all_XL_611,2.8584545
mmp_all_XL_612,2.769742
mmp_all_XL_613,2.6289505
mmp_all_XL_614,2.5621145
mmp_all_XL_615,2.5186135
mmp_all_XL_616,14.110532999999998
mmp_all_XL_617,9.0417355
mmp_all_XL_618,5.009903
mmp_all_XL_619,3.5581115
mmp_all_XL_620,2.60658
mmp_all_XL_621,2.9966405
mmp_all_XL_622,2.345589
mmp_all_XL_623,2.3600105
mmp_all_XL_624,2.411524
mmp_all_XL_625,2.0847105
mmp_all_XL_626,2.084327
mmp_all_XL_627,12.473514000000002
mmp_all_XL_628,7.366217999999999
mmp_all_XL_629,4.136547
mmp_all_XL_630,3.073221
mmp_all_XL_631,2.4555925
mmp_all_XL_632,2.2562735000000003
mmp_all_XL_633,1.987692
mmp_all_XL_634,1.9025695
mmp_all_XL_635,1.8688595
mmp_all_XL_636,1.8264165
mmp_all_XL_637,1.757971
mmp_all_XL_638,9.879351
mmp_all_XL_639,5.3705
mmp_all_XL_640,3.9872055
mmp_all_XL_641,3.1505505
mmp_all_XL_642,2.2251805
mmp_all_XL_643,2.2175890000000003
mmp_all_XL_644,1.970539
mmp_all_XL_645,1.8324325
mmp_all_XL_646,1.772836
mmp_all_XL_647,1.7737850000000002
mmp_all_XL_648,1.7188675
mmp_all_XL_649,9.3707655
mmp_all_XL_650,5.2902675000000015
mmp_all_XL_651,3.7706575
mmp_all_XL_652,2.970426
mmp_all_XL_653,2.151251
mmp_all_XL_654,2.190431
mmp_all_XL_655,1.881407
mmp_all_XL_656,1.856091
mmp_all_XL_657,1.7075965
mmp_all_XL_658,1.6680005
mmp_all_XL_659,1.6874765
mmp_all_XL_660,9.30271
mmp_all_XL_661,5.059157
mmp_all_XL_662,3.553781
mmp_all_XL_663,2.9638560000000003
mmp_all_XL_664,2.229304
mmp_all_XL_665,1.898679
mmp_all_XL_666,1.871045
mmp_all_XL_667,1.826919
mmp_all_XL_668,1.679825
mmp_all_XL_669,1.6821215
mmp_all_XL_670,1.7473330000000002
mmp_all_XL_671,8.914531
mmp_all_XL_672,4.8951075
mmp_all_XL_673,3.51507
mmp_all_XL_674,2.9151635
mmp_all_XL_675,2.092959
mmp_all_XL_676,1.9322585
mmp_all_XL_677,1.844574
mmp_all_XL_678,1.805727
mmp_all_XL_679,1.667115
mmp_all_XL_680,1.631687
mmp_all_XL_681,1.680748
mmp_all_XL_682,8.762147500000001
mmp_all_XL_683,4.7543205
mmp_all_XL_684,3.3169575
mmp_all_XL_685,2.9080790000000003
mmp_all_XL_686,2.063603
mmp_all_XL_687,1.9609745
mmp_all_XL_688,1.8541375
mmp_all_XL_689,1.7108105
mmp_all_XL_690,1.659463
mmp_all_XL_691,1.659085
mmp_all_XL_692,1.6097225000000002
mmp_all_XL_693,8.9642535
mmp_all_XL_694,4.7816615
mmp_all_XL_695,3.3077985
mmp_all_XL_696,2.8359535
mmp_all_XL_697,2.2210875000000003
mmp_all_XL_698,1.946198
mmp_all_XL_699,1.8670255
mmp_all_XL_700,1.7218915
mmp_all_XL_701,1.663138
mmp_all_XL_702,1.6677810000000002
mmp_all_XL_703,1.6131475
mmp_all_XL_704,8.783967500000001
mmp_all_XL_705,4.8636515
mmp_all_XL_706,3.4270275000000003
mmp_all_XL_707,2.9661410000000004
mmp_all_XL_708,2.141564
mmp_all_XL_709,1.966339
mmp_all_XL_710,1.8610875
mmp_all_XL_711,1.8281015
mmp_all_XL_712,1.6747485000000002
mmp_all_XL_713,1.633445
mmp_all_XL_714,1.752175
mmp_all_XL_715,12.8916665
mmp_all_XL_716,6.816974
mmp_all_XL_717,4.521756
mmp_all_XL_718,3.7766725
mmp_all_XL_719,2.8520305
mmp_all_XL_720,2.3389495
mmp_all_XL_721,2.223107
mmp_all_XL_722,2.155408
mmp_all_XL_723,2.1084650000000003
mmp_all_XL_724,2.0250335
mmp_all_XL_725,1.9179255
mmp_all_XL_726,16.137142
mmp_all_XL_727,12.7802565
mmp_all_XL_728,7.079678
mmp_all_XL_729,4.4003185
mmp_all_XL_730,3.4750300000000003
mmp_all_XL_731,3.2550485
mmp_all_XL_732,2.991046
mmp_all_XL_733,2.7804580000000003
mmp_all_XL_734,2.728504
mmp_all_XL_735,2.630447
mmp_all_XL_736,2.4645255
mmp_all_XL_737,12.9992555
mmp_all_XL_738,7.9345955
mmp_all_XL_739,5.1769865
mmp_all_XL_740,3.6724795
mmp_all_XL_741,2.695651
mmp_all_XL_742,2.736159
mmp_all_XL_743,2.7051575
mmp_all_XL_744,2.295988
mmp_all_XL_745,2.202618
mmp_all_XL_746,2.306466
mmp_all_XL_747,2.2220985
mmp_all_XL_748,13.3189725
mmp_all_XL_749,7.6123075
mmp_all_XL_750,4.2640865
mmp_all_XL_751,2.745666
mmp_all_XL_752,2.412183
mmp_all_XL_753,2.347651
mmp_all_XL_754,1.997227
mmp_all_XL_755,1.9284525
mmp_all_XL_756,1.872406
mmp_all_XL_757,1.9312145
mmp_all_XL_758,1.7961735
mmp_all_XL_759,10.5722095
mmp_all_XL_760,6.079962
mmp_all_XL_761,3.4358725
mmp_all_XL_762,2.76949
mmp_all_XL_763,2.410416
mmp_all_XL_764,2.304926
mmp_all_XL_765,1.928663
mmp_all_XL_766,1.834585
mmp_all_XL_767,1.7869715
mmp_all_XL_768,1.7824275
mmp_all_XL_769,1.6600834999999998
mmp_all_XL_770,9.9041465
mmp_all_XL_771,5.491102
mmp_all_XL_772,3.1740630000000003
mmp_all_XL_773,2.555018
mmp_all_XL_774,2.2871725
mmp_all_XL_775,2.2983775
mmp_all_XL_776,1.978462
mmp_all_XL_777,1.7575205000000005
mmp_all_XL_778,1.706927
mmp_all_XL_779,1.708117
mmp_all_XL_780,1.6005805
mmp_all_XL_781,9.859616
mmp_all_XL_782,5.4116525
mmp_all_XL_783,3.066301
mmp_all_XL_784,2.6003425
mmp_all_XL_785,2.2831900000000003
mmp_all_XL_786,2.196503
mmp_all_XL_787,1.827612
mmp_all_XL_788,1.7308685
mmp_all_XL_789,1.687963
mmp_all_XL_790,1.6920455
mmp_all_XL_791,1.570039
mmp_all_XL_792,9.417615
mmp_all_XL_793,5.162688
mmp_all_XL_794,3.057685
mmp_all_XL_795,2.470959
mmp_all_XL_796,2.3278665000000003
mmp_all_XL_797,2.1639425
mmp_all_XL_798,1.850104
mmp_all_XL_799,1.7269735000000002
mmp_all_XL_800,1.761034
mmp_all_XL_801,1.6733345000000002
mmp_all_XL_802,1.5571595
mmp_all_XL_803,9.331477
mmp_all_XL_804,5.148785500000002
mmp_all_XL_805,2.983607
mmp_all_XL_806,2.5706995
mmp_all_XL_807,2.3475885
mmp_all_XL_808,2.2673485
mmp_all_XL_809,1.8082725
mmp_all_XL_810,1.7124065000000002
mmp_all_XL_811,1.6684
mmp_all_XL_812,1.6697255000000002
mmp_all_XL_813,1.54343
mmp_all_XL_814,9.5377225
mmp_all_XL_815,5.131037999999998
